,Sample_ID,Year,Country,Continent,Beta.lactamase,Azithromycin,Ciprofloxacin,Ceftriaxone,Cefixime,Tetracycline,Penicillin,NG_MAST,Group,azm_mic,cip_mic,cro_mic,cfx_mic,tet_mic,pen_mic,log2_azm_mic,log2_cip_mic,log2_cro_mic,log2_cfx_mic,log2_tet_mic,log2_pen_mic,azm_sr,cip_sr,cro_sr,cfx_sr,tet_sr,pen_sr
665,16933_3#11,2013.0,Belgium,Europe,,0.5,0.004,0.008,0.03,,,2992,206,0.5,0.004,0.008,0.03,,,-1.0,-7.965784285,-6.965784285,-5.058893689,,,0.0,0.0,0.0,0.0,,
666,16933_3#12,2013.0,Belgium,Europe,,0.125,0.004,0.004,0.008,,,1995,535,0.125,0.004,0.004,0.008,,,-3.0,-7.965784285,-7.965784285,-6.965784285,,,0.0,0.0,0.0,0.0,,
667,16933_3#13,2013.0,Belgium,Europe,,0.125,0.004,0.004,0.008,,,226,539,0.125,0.004,0.004,0.008,,,-3.0,-7.965784285,-7.965784285,-6.965784285,,,0.0,0.0,0.0,0.0,,
668,16933_3#14,2013.0,Belgium,Europe,,0.5,8,0.004,0.008,,,5624,339,0.5,8.0,0.004,0.008,,,-1.0,3.0,-7.965784285,-6.965784285,,,0.0,1.0,0.0,0.0,,
669,16933_3#15,2013.0,Belgium,Europe,,0.25,2,0.004,0.008,,,5624,339,0.25,2.0,0.004,0.008,,,-2.0,1.0,-7.965784285,-6.965784285,,,0.0,1.0,0.0,0.0,,
670,16933_3#16,2013.0,Belgium,Europe,,0.06,0.004,0.001,0.004,,,387,271,0.06,0.004,0.001,0.004,,,-4.058893689,-7.965784285,-9.965784285,-7.965784285,,,0.0,0.0,0.0,0.0,,
671,16933_3#17,2013.0,Belgium,Europe,,0.06,0.004,0.001,0.002,,,387,271,0.06,0.004,0.001,0.002,,,-4.058893689,-7.965784285,-9.965784285,-8.965784285,,,0.0,0.0,0.0,0.0,,
672,16933_3#18,2013.0,Belgium,Europe,,0.125,0.004,0.004,0.008,,,4248,550,0.125,0.004,0.004,0.008,,,-3.0,-7.965784285,-7.965784285,-6.965784285,,,0.0,0.0,0.0,0.0,,
673,16933_3#19,2013.0,Belgium,Europe,,0.06,4,0.008,0.015,,,11010,485,0.06,4.0,0.008,0.015,,,-4.058893689,2.0,-6.965784285,-6.058893689,,,0.0,1.0,0.0,0.0,,
674,16933_3#2,2013.0,Belgium,Europe,,0.06,1,0.004,0.008,,,11009,484,0.06,1.0,0.004,0.008,,,-4.058893689,0.0,-7.965784285,-6.965784285,,,0.0,0.0,0.0,0.0,,
675,16933_3#20,2013.0,Belgium,Europe,,0.25,8,0.06,0.125,,,1407,127,0.25,8.0,0.06,0.125,,,-2.0,3.0,-4.058893689,-3.0,,,0.0,1.0,0.0,0.0,,
676,16933_3#21,2013.0,Belgium,Europe,,0.5,0.004,0.004,0.015,,,2992,206,0.5,0.004,0.004,0.015,,,-1.0,-7.965784285,-7.965784285,-6.058893689,,,0.0,0.0,0.0,0.0,,
677,16933_3#22,2013.0,Belgium,Europe,,0.5,0.004,0.004,0.008,,,4397,551,0.5,0.004,0.004,0.008,,,-1.0,-7.965784285,-7.965784285,-6.965784285,,,0.0,0.0,0.0,0.0,,
678,16933_3#23,2013.0,Belgium,Europe,,0.25,8,0.03,0.125,,,1407,127,0.25,8.0,0.03,0.125,,,-2.0,3.0,-5.058893689,-3.0,,,0.0,1.0,0.0,0.0,,
679,16933_3#24,2013.0,Belgium,Europe,,0.125,0.004,0.001,0.002,,,387,271,0.125,0.004,0.001,0.002,,,-3.0,-7.965784285,-9.965784285,-8.965784285,,,0.0,0.0,0.0,0.0,,
680,16933_3#25,2013.0,Belgium,Europe,,0.125,0.004,0.001,0.002,,,387,271,0.125,0.004,0.001,0.002,,,-3.0,-7.965784285,-9.965784285,-8.965784285,,,0.0,0.0,0.0,0.0,,
681,16933_3#26,2013.0,Belgium,Europe,,0.25,8,0.03,0.03,,,2400,186,0.25,8.0,0.03,0.03,,,-2.0,3.0,-5.058893689,-5.058893689,,,0.0,1.0,0.0,0.0,,
682,16933_3#27,2013.0,Belgium,Europe,,0.25,16,0.03,0.03,,,2400,186,0.25,16.0,0.03,0.03,,,-2.0,4.0,-5.058893689,-5.058893689,,,0.0,1.0,0.0,0.0,,
683,16933_3#28,2013.0,Belgium,Europe,,0.25,2,0.004,0.008,,,5624,339,0.25,2.0,0.004,0.008,,,-2.0,1.0,-7.965784285,-6.965784285,,,0.0,1.0,0.0,0.0,,
684,16933_3#29,2013.0,Belgium,Europe,,0.25,0.004,0.001,0.004,,,11011,486,0.25,0.004,0.001,0.004,,,-2.0,-7.965784285,-9.965784285,-7.965784285,,,0.0,0.0,0.0,0.0,,
685,16933_3#3,2013.0,Belgium,Europe,,0.25,16,0.03,0.25,,,9409,640,0.25,16.0,0.03,0.25,,,-2.0,4.0,-5.058893689,-2.0,,,0.0,1.0,0.0,0.0,,
686,16933_3#30,2013.0,Belgium,Europe,,0.125,8,0.015,0.015,,,11012,487,0.125,8.0,0.015,0.015,,,-3.0,3.0,-6.058893689,-6.058893689,,,0.0,1.0,0.0,0.0,,
687,16933_3#31,2013.0,Belgium,Europe,,0.25,16,0.03,0.125,,,1407,127,0.25,16.0,0.03,0.125,,,-2.0,4.0,-5.058893689,-3.0,,,0.0,1.0,0.0,0.0,,
688,16933_3#32,2013.0,Belgium,Europe,,0.25,16,0.03,0.06,,,1407,127,0.25,16.0,0.03,0.06,,,-2.0,4.0,-5.058893689,-4.058893689,,,0.0,1.0,0.0,0.0,,
689,16933_3#33,2013.0,Belgium,Europe,,0.5,0.004,0.004,0.008,,,11013,488,0.5,0.004,0.004,0.008,,,-1.0,-7.965784285,-7.965784285,-6.965784285,,,0.0,0.0,0.0,0.0,,
690,16933_3#34,2013.0,Belgium,Europe,,0.5,0.004,0.015,0.03,,,2992,206,0.5,0.004,0.015,0.03,,,-1.0,-7.965784285,-6.058893689,-5.058893689,,,0.0,0.0,0.0,0.0,,
691,16933_3#35,2013.0,Belgium,Europe,,0.25,8,0.03,0.03,,,2400,186,0.25,8.0,0.03,0.03,,,-2.0,3.0,-5.058893689,-5.058893689,,,0.0,1.0,0.0,0.0,,
692,16933_3#36,2013.0,Belgium,Europe,,0.125,0.004,0.004,0.008,,,1995,535,0.125,0.004,0.004,0.008,,,-3.0,-7.965784285,-7.965784285,-6.965784285,,,0.0,0.0,0.0,0.0,,
693,16933_3#37,2013.0,Belgium,Europe,,0.5,0.004,0.008,0.015,,,2992,206,0.5,0.004,0.008,0.015,,,-1.0,-7.965784285,-6.965784285,-6.058893689,,,0.0,0.0,0.0,0.0,,
694,16933_3#38,2013.0,Belgium,Europe,,0.125,0.002,0.015,0.06,,,387,271,0.125,0.002,0.015,0.06,,,-3.0,-8.965784285,-6.058893689,-4.058893689,,,0.0,0.0,0.0,0.0,,
695,16933_3#39,2013.0,Belgium,Europe,,0.5,0.004,0.004,0.008,,,2992,206,0.5,0.004,0.004,0.008,,,-1.0,-7.965784285,-7.965784285,-6.965784285,,,0.0,0.0,0.0,0.0,,
696,16933_3#4,2013.0,Belgium,Europe,,0.5,0.004,0.008,0.03,,,2992,206,0.5,0.004,0.008,0.03,,,-1.0,-7.965784285,-6.965784285,-5.058893689,,,0.0,0.0,0.0,0.0,,
697,16933_3#40,2013.0,Belgium,Europe,,0.5,0.004,0.004,0.008,,,26,193,0.5,0.004,0.004,0.008,,,-1.0,-7.965784285,-7.965784285,-6.965784285,,,0.0,0.0,0.0,0.0,,
698,16933_3#41,2013.0,Belgium,Europe,,0.25,2,0.008,0.015,,,1285,521,0.25,2.0,0.008,0.015,,,-2.0,1.0,-6.965784285,-6.058893689,,,0.0,1.0,0.0,0.0,,
699,16933_3#42,2013.0,Belgium,Europe,,0.5,16,0.03,0.125,,,1407,127,0.5,16.0,0.03,0.125,,,-1.0,4.0,-5.058893689,-3.0,,,0.0,1.0,0.0,0.0,,
700,16933_3#43,2013.0,Belgium,Europe,,0.5,4,0.008,0.008,,,4995,559,0.5,4.0,0.008,0.008,,,-1.0,2.0,-6.965784285,-6.965784285,,,0.0,1.0,0.0,0.0,,
701,16933_3#44,2013.0,Greece,Europe,,0.38,32,0.064,0.047,,,4730,556,0.38,32.0,0.064,0.047,,,-1.395928676,5.0,-3.965784285,-4.411195433,,,0.0,1.0,0.0,0.0,,
702,16933_3#45,2013.0,Greece,Europe,,0.25,32,0.032,0.19,,,11054,504,0.25,32.0,0.032,0.19,,,-2.0,5.0,-4.965784285,-2.395928676,,,0.0,1.0,0.0,0.0,,
703,16933_3#46,2013.0,Greece,Europe,,0.75,32,0.125,0.25,,,3128,210,0.75,32.0,0.125,0.25,,,-0.415037499,5.0,-3.0,-2.0,,,0.0,1.0,0.0,0.0,,
704,16933_3#47,2013.0,Greece,Europe,,0.38,32,0.032,0.016,,,11055,505,0.38,32.0,0.032,0.016,,,-1.395928676,5.0,-4.965784285,-5.965784285,,,0.0,1.0,0.0,0.0,,
705,16933_3#48,2013.0,Greece,Europe,,0.75,32,0.047,0.032,,,11055,505,0.75,32.0,0.047,0.032,,,-0.415037499,5.0,-4.411195433,-4.965784285,,,0.0,1.0,0.0,0.0,,
706,16933_3#49,2013.0,Greece,Europe,,0.25,32,0.023,0.023,,,225,179,0.25,32.0,0.023,0.023,,,-2.0,5.0,-5.442222329,-5.442222329,,,0.0,1.0,0.0,0.0,,
707,16933_3#5,2013.0,Belgium,Europe,,0.25,0.004,0.002,0.008,,,2992,206,0.25,0.004,0.002,0.008,,,-2.0,-7.965784285,-8.965784285,-6.965784285,,,0.0,0.0,0.0,0.0,,
708,16933_3#50,2013.0,Greece,Europe,,0.5,32,0.047,0.047,,,4269,294,0.5,32.0,0.047,0.047,,,-1.0,5.0,-4.411195433,-4.411195433,,,0.0,1.0,0.0,0.0,,
709,16933_3#51,2013.0,Greece,Europe,,0.5,32,0.094,0.25,,,11056,506,0.5,32.0,0.094,0.25,,,-1.0,5.0,-3.411195433,-2.0,,,0.0,1.0,0.0,0.0,,
710,16933_3#52,2013.0,Greece,Europe,,0.38,32,0.125,0.094,,,4730,556,0.38,32.0,0.125,0.094,,,-1.395928676,5.0,-3.0,-3.411195433,,,0.0,1.0,0.0,0.0,,
711,16933_3#53,2013.0,Greece,Europe,,0.5,32,0.064,0.125,,,3128,210,0.5,32.0,0.064,0.125,,,-1.0,5.0,-3.965784285,-3.0,,,0.0,1.0,0.0,0.0,,
712,16933_3#54,2013.0,Greece,Europe,,0.064,32,0.016,0.023,,,972,644,0.064,32.0,0.016,0.023,,,-3.965784285,5.0,-5.965784285,-5.442222329,,,0.0,1.0,0.0,0.0,,
713,16933_3#55,2013.0,Greece,Europe,,0.25,32,0.032,0.064,,,2400,186,0.25,32.0,0.032,0.064,,,-2.0,5.0,-4.965784285,-3.965784285,,,0.0,1.0,0.0,0.0,,
714,16933_3#56,2013.0,Greece,Europe,,0.38,0.006,0.004,0.016,,,8465,618,0.38,0.006,0.004,0.016,,,-1.395928676,-7.380821784,-7.965784285,-5.965784285,,,0.0,0.0,0.0,0.0,,
715,16933_3#57,2013.0,Greece,Europe,,0.5,32,0.064,0.064,,,4730,556,0.5,32.0,0.064,0.064,,,-1.0,5.0,-3.965784285,-3.965784285,,,0.0,1.0,0.0,0.0,,
716,16933_3#58,2013.0,Greece,Europe,,0.38,32,0.032,0.064,,,11055,505,0.38,32.0,0.032,0.064,,,-1.395928676,5.0,-4.965784285,-3.965784285,,,0.0,1.0,0.0,0.0,,
717,16933_3#59,2013.0,Greece,Europe,,1,32,0.064,0.19,,,3128,210,1.0,32.0,0.064,0.19,,,0.0,5.0,-3.965784285,-2.395928676,,,0.0,1.0,0.0,0.0,,
718,16933_3#6,2013.0,Belgium,Europe,,0.5,16,0.06,0.125,,,1407,127,0.5,16.0,0.06,0.125,,,-1.0,4.0,-4.058893689,-3.0,,,0.0,1.0,0.0,0.0,,
719,16933_3#60,2013.0,Greece,Europe,,0.75,32,0.094,0.38,,,3128,210,0.75,32.0,0.094,0.38,,,-0.415037499,5.0,-3.411195433,-1.395928676,,,0.0,1.0,0.0,0.0,,
720,16933_3#61,2013.0,Greece,Europe,,0.5,32,0.064,0.19,,,3128,210,0.5,32.0,0.064,0.19,,,-1.0,5.0,-3.965784285,-2.395928676,,,0.0,1.0,0.0,0.0,,
721,16933_3#62,2013.0,Greece,Europe,,0.032,4,0.012,0.064,,,3128,210,0.032,4.0,0.012,0.064,,,-4.965784285,2.0,-6.380821784,-3.965784285,,,0.0,1.0,0.0,0.0,,
722,16933_3#63,2013.0,Greece,Europe,,0.5,32,0.064,0.25,,,3128,210,0.5,32.0,0.064,0.25,,,-1.0,5.0,-3.965784285,-2.0,,,0.0,1.0,0.0,0.0,,
723,16933_3#64,2013.0,Greece,Europe,,0.19,0.006,0.003,0.016,,,8465,618,0.19,0.006,0.003,0.016,,,-2.395928676,-7.380821784,-8.380821784,-5.965784285,,,0.0,0.0,0.0,0.0,,
724,16933_3#65,2013.0,Greece,Europe,,0.75,32,0.064,0.19,,,3128,210,0.75,32.0,0.064,0.19,,,-0.415037499,5.0,-3.965784285,-2.395928676,,,0.0,1.0,0.0,0.0,,
725,16933_3#66,2013.0,Greece,Europe,,0.5,32,0.047,0.047,,,225,179,0.5,32.0,0.047,0.047,,,-1.0,5.0,-4.411195433,-4.411195433,,,0.0,1.0,0.0,0.0,,
726,16933_3#67,2013.0,Greece,Europe,,0.75,32,0.023,0.047,,,11055,505,0.75,32.0,0.023,0.047,,,-0.415037499,5.0,-5.442222329,-4.411195433,,,0.0,1.0,0.0,0.0,,
727,16933_3#68,2013.0,Greece,Europe,,0.5,32,0.047,0.125,,,11056,506,0.5,32.0,0.047,0.125,,,-1.0,5.0,-4.411195433,-3.0,,,0.0,1.0,0.0,0.0,,
728,16933_3#69,2013.0,Greece,Europe,,0.38,32,0.094,0.094,,,4730,556,0.38,32.0,0.094,0.094,,,-1.395928676,5.0,-3.411195433,-3.411195433,,,0.0,1.0,0.0,0.0,,
729,16933_3#7,2013.0,Belgium,Europe,,0.5,0.004,0.004,0.008,,,2992,206,0.5,0.004,0.004,0.008,,,-1.0,-7.965784285,-7.965784285,-6.965784285,,,0.0,0.0,0.0,0.0,,
730,16933_3#70,2013.0,Greece,Europe,,0.75,32,0.094,0.25,,,3128,210,0.75,32.0,0.094,0.25,,,-0.415037499,5.0,-3.411195433,-2.0,,,0.0,1.0,0.0,0.0,,
731,16933_3#71,2013.0,Greece,Europe,,0.125,12,0.016,0.023,,,11057,507,0.125,12.0,0.016,0.023,,,-3.0,3.584962501,-5.965784285,-5.442222329,,,0.0,1.0,0.0,0.0,,
732,16933_3#72,2013.0,Greece,Europe,,0.38,32,0.023,0.032,,,225,179,0.38,32.0,0.023,0.032,,,-1.395928676,5.0,-5.442222329,-4.965784285,,,0.0,1.0,0.0,0.0,,
733,16933_3#73,2013.0,Greece,Europe,,0.064,0.006,0.006,0.016,,,11058,722,0.064,0.006,0.006,0.016,,,-3.965784285,-7.380821784,-7.380821784,-5.965784285,,,0.0,0.0,0.0,0.0,,
734,16933_3#74,2013.0,Greece,Europe,,0.75,0.006,0.023,0.032,,,8329,614,0.75,0.006,0.023,0.032,,,-0.415037499,-7.380821784,-5.442222329,-4.965784285,,,0.0,0.0,0.0,0.0,,
735,16933_3#75,2013.0,Greece,Europe,,0.5,0.006,0.008,0.016,,,2992,206,0.5,0.006,0.008,0.016,,,-1.0,-7.380821784,-6.965784285,-5.965784285,,,0.0,0.0,0.0,0.0,,
736,16933_3#76,2013.0,Greece,Europe,,0.25,0.006,0.006,0.016,,,8465,618,0.25,0.006,0.006,0.016,,,-2.0,-7.380821784,-7.380821784,-5.965784285,,,0.0,0.0,0.0,0.0,,
737,16933_3#77,2013.0,Sweden,Europe,,0.125,6,0.008,0.016,,,4644,309,0.125,6.0,0.008,0.016,,,-3.0,2.584962501,-6.965784285,-5.965784285,,,0.0,1.0,0.0,0.0,,
738,16933_3#78,2013.0,Sweden,Europe,,0.125,6,0.008,0.016,,,4644,309,0.125,6.0,0.008,0.016,,,-3.0,2.584962501,-6.965784285,-5.965784285,,,0.0,1.0,0.0,0.0,,
739,16933_3#79,2013.0,Denmark,Europe,,0.25,0.003,0.002,0.016,,,1993,168,0.25,0.003,0.002,0.016,,,-2.0,-8.380821784,-8.965784285,-5.965784285,,,0.0,0.0,0.0,0.0,,
740,16933_3#8,2013.0,Belgium,Europe,,0.5,8,0.004,0.008,,,4995,559,0.5,8.0,0.004,0.008,,,-1.0,3.0,-7.965784285,-6.965784285,,,0.0,1.0,0.0,0.0,,
741,16933_3#80,2013.0,Denmark,Europe,,0.032,3,0.002,0.016,,,346,545,0.032,3.0,0.002,0.016,,,-4.965784285,1.584962501,-8.965784285,-5.965784285,,,0.0,1.0,0.0,0.0,,
742,16933_3#81,2013.0,Denmark,Europe,,0.25,0.003,0.003,0.016,,,7164,589,0.25,0.003,0.003,0.016,,,-2.0,-8.380821784,-8.380821784,-5.965784285,,,0.0,0.0,0.0,0.0,,
743,16933_3#82,2013.0,Denmark,Europe,,12,32,0.023,0.19,,,11030,490,12.0,32.0,0.023,0.19,,,3.584962501,5.0,-5.442222329,-2.395928676,,,1.0,1.0,0.0,0.0,,
744,16933_3#83,2013.0,Denmark,Europe,,0.38,32,0.064,0.38,,,1407,127,0.38,32.0,0.064,0.38,,,-1.395928676,5.0,-3.965784285,-1.395928676,,,0.0,1.0,0.0,0.0,,
745,16933_3#84,2013.0,Denmark,Europe,,8,32,0.016,0.25,,,11027,489,8.0,32.0,0.016,0.25,,,3.0,5.0,-5.965784285,-2.0,,,1.0,1.0,0.0,0.0,,
746,16933_3#85,2013.0,Denmark,Europe,,0.125,0.004,0.006,0.047,,,2,536,0.125,0.004,0.006,0.047,,,-3.0,-7.965784285,-7.380821784,-4.411195433,,,0.0,0.0,0.0,0.0,,
747,16933_3#86,2013.0,Slovakia,Europe,,,,0.002,0.016,,,6982,921,,,0.002,0.016,,,,,-8.965784285,-5.965784285,,,,,0.0,0.0,,
748,16933_3#87,2013.0,Slovenia,Europe,,,,0.016,0.016,,,21,171,,,0.016,0.016,,,,,-5.965784285,-5.965784285,,,,,0.0,0.0,,
749,16933_3#88,2013.0,Austria,Europe,,,,0.002,0.016,,,387,271,,,0.002,0.016,,,,,-8.965784285,-5.965784285,,,,,0.0,0.0,,
750,16933_3#89,2013.0,Hungary,Europe,,,,0.002,0.016,,,387,271,,,0.002,0.016,,,,,-8.965784285,-5.965784285,,,,,0.0,0.0,,
751,16933_3#9,2013.0,Belgium,Europe,,0.125,0.004,0.008,0.008,,,4248,550,0.125,0.004,0.008,0.008,,,-3.0,-7.965784285,-6.965784285,-6.965784285,,,0.0,0.0,0.0,0.0,,
752,16933_3#90,2013.0,Denmark,Europe,,0.032,0.002,0.002,0.016,,,11029,718,0.032,0.002,0.002,0.016,,,-4.965784285,-8.965784285,-8.965784285,-5.965784285,,,0.0,0.0,0.0,0.0,,
753,16933_3#91,2013.0,Greece,Europe,,0.25,0.008,0.008,0.016,,,11060,724,0.25,0.008,0.008,0.016,,,-2.0,-6.965784285,-6.965784285,-5.965784285,,,0.0,0.0,0.0,0.0,,
754,16933_3#92,2013.0,Denmark,Europe,,0.38,0.003,0.047,0.047,,,11033,720,0.38,0.003,0.047,0.047,,,-1.395928676,-8.380821784,-4.411195433,-4.411195433,,,0.0,0.0,0.0,0.0,,
755,17059_3#69,2013.0,Austria,Europe,,,,0.008,0.023,,,273,540,,,0.008,0.023,,,,,-6.965784285,-5.442222329,,,,,0.0,0.0,,
756,17059_3#70,2013.0,Italy,Europe,,0.064,32,0.023,0.047,,,8826,628,0.064,32.0,0.023,0.047,,,-3.965784285,5.0,-5.442222329,-4.411195433,,,0.0,1.0,0.0,0.0,,
757,17059_3#72,2013.0,Slovenia,Europe,,,,0.016,0.016,,,21,171,,,0.016,0.016,,,,,-5.965784285,-5.965784285,,,,,0.0,0.0,,
758,17059_3#73,2013.0,Slovenia,Europe,,,,0.008,0.016,,,10798,472,,,0.008,0.016,,,,,-6.965784285,-5.965784285,,,,,0.0,0.0,,
759,17059_3#74,2013.0,Slovenia,Europe,,,,0.008,0.016,,,5445,888,,,0.008,0.016,,,,,-6.965784285,-5.965784285,,,,,0.0,0.0,,
760,17059_3#75,2013.0,Slovenia,Europe,,,,0.023,0.016,,,1034,455,,,0.023,0.016,,,,,-5.442222329,-5.965784285,,,,,0.0,0.0,,
761,17059_3#76,2013.0,Slovenia,Europe,,,,0.016,0.016,,,21,171,,,0.016,0.016,,,,,-5.965784285,-5.965784285,,,,,0.0,0.0,,
762,17059_3#77,2013.0,Slovenia,Europe,,,,0.047,0.094,,,8987,980,,,0.047,0.094,,,,,-4.411195433,-3.411195433,,,,,0.0,0.0,,
763,17059_3#78,2013.0,Slovenia,Europe,,,,0.006,0.016,,,4995,559,,,0.006,0.016,,,,,-7.380821784,-5.965784285,,,,,0.0,0.0,,
764,17059_3#79,2013.0,Slovenia,Europe,,,,0.012,0.016,,,21,171,,,0.012,0.016,,,,,-6.380821784,-5.965784285,,,,,0.0,0.0,,
765,17059_3#80,2013.0,Slovenia,Europe,,,,0.006,0.016,,,4995,559,,,0.006,0.016,,,,,-7.380821784,-5.965784285,,,,,0.0,0.0,,
766,17059_3#81,2013.0,Slovenia,Europe,,,,0.023,0.016,,,21,171,,,0.023,0.016,,,,,-5.442222329,-5.965784285,,,,,0.0,0.0,,
767,17059_3#82,2013.0,Slovenia,Europe,,,,0.008,0.016,,,3302,825,,,0.008,0.016,,,,,-6.965784285,-5.965784285,,,,,0.0,0.0,,
768,17059_3#83,2013.0,Slovenia,Europe,,,,0.008,0.016,,,8370,958,,,0.008,0.016,,,,,-6.965784285,-5.965784285,,,,,0.0,0.0,,
769,17059_3#84,2013.0,Slovenia,Europe,,,,0.012,0.016,,,10800,474,,,0.012,0.016,,,,,-6.380821784,-5.965784285,,,,,0.0,0.0,,
770,17059_3#85,2013.0,Slovenia,Europe,,,,0.012,0.016,,,10801,475,,,0.012,0.016,,,,,-6.380821784,-5.965784285,,,,,0.0,0.0,,
771,17059_3#86,2013.0,Slovenia,Europe,,,,0.008,0.047,,,1407,127,,,0.008,0.047,,,,,-6.965784285,-4.411195433,,,,,0.0,0.0,,
772,17059_3#87,2013.0,Slovenia,Europe,,,,0.032,0.047,,,10834,707,,,0.032,0.047,,,,,-4.965784285,-4.411195433,,,,,0.0,0.0,,
773,17059_3#88,2013.0,Slovenia,Europe,,,,0.008,0.016,,,10801,475,,,0.008,0.016,,,,,-6.965784285,-5.965784285,,,,,0.0,0.0,,
774,17059_3#89,2013.0,Slovenia,Europe,,,,0.008,0.016,,,10801,475,,,0.008,0.016,,,,,-6.965784285,-5.965784285,,,,,0.0,0.0,,
775,17059_3#90,2013.0,Slovenia,Europe,,,,0.008,0.032,,,1407,127,,,0.008,0.032,,,,,-6.965784285,-4.965784285,,,,,0.0,0.0,,
776,17059_3#91,2013.0,Slovenia,Europe,,,,0.012,0.016,,,10835,708,,,0.012,0.016,,,,,-6.380821784,-5.965784285,,,,,0.0,0.0,,
777,17059_3#92,2013.0,Slovenia,Europe,,,,0.002,0.016,,,10792,467,,,0.002,0.016,,,,,-8.965784285,-5.965784285,,,,,0.0,0.0,,
778,17059_3#93,2013.0,Slovenia,Europe,,0.064,0.003,0.006,0.016,,,10800,474,0.064,0.003,0.006,0.016,,,-3.965784285,-8.380821784,-7.380821784,-5.965784285,,,0.0,0.0,0.0,0.0,,
779,17138_1#1,2013.0,Denmark,Europe,,0.38,32,0.023,0.047,,,2400,186,0.38,32.0,0.023,0.047,,,-1.395928676,5.0,-5.442222329,-4.411195433,,,0.0,1.0,0.0,0.0,,
780,17138_1#10,2013.0,Denmark,Europe,,0.19,0.5,0.008,0.064,,,9171,990,0.19,0.5,0.008,0.064,,,-2.395928676,-1.0,-6.965784285,-3.965784285,,,0.0,0.0,0.0,0.0,,
781,17138_1#11,2013.0,Denmark,Europe,,0.38,32,0.032,0.064,,,1407,127,0.38,32.0,0.032,0.064,,,-1.395928676,5.0,-4.965784285,-3.965784285,,,0.0,1.0,0.0,0.0,,
782,17138_1#12,2013.0,Denmark,Europe,,0.032,6,0.006,0.016,,,225,179,0.032,6.0,0.006,0.016,,,-4.965784285,2.584962501,-7.380821784,-5.965784285,,,0.0,1.0,0.0,0.0,,
783,17138_1#13,2013.0,Denmark,Europe,,0.25,0.003,0.002,0.016,,,2992,206,0.25,0.003,0.002,0.016,,,-2.0,-8.380821784,-8.965784285,-5.965784285,,,0.0,0.0,0.0,0.0,,
784,17138_1#14,2013.0,Denmark,Europe,,0.047,3,0.004,0.002,,,13299,777,0.047,3.0,0.004,0.002,,,-4.411195433,1.584962501,-7.965784285,-8.965784285,,,0.0,1.0,0.0,0.0,,
785,17138_1#15,2013.0,Denmark,Europe,,0.38,0.004,0.002,0.016,,,2992,206,0.38,0.004,0.002,0.016,,,-1.395928676,-7.965784285,-8.965784285,-5.965784285,,,0.0,0.0,0.0,0.0,,
786,17138_1#16,2013.0,Denmark,Europe,,0.25,0.003,0.002,0.016,,,1993,168,0.25,0.003,0.002,0.016,,,-2.0,-8.380821784,-8.965784285,-5.965784285,,,0.0,0.0,0.0,0.0,,
787,17138_1#17,2013.0,Denmark,Europe,,0.5,0.004,0.002,0.016,,,2992,206,0.5,0.004,0.002,0.016,,,-1.0,-7.965784285,-8.965784285,-5.965784285,,,0.0,0.0,0.0,0.0,,
788,17138_1#18,2013.0,Denmark,Europe,,0.064,0.003,0.002,0.016,,,210,172,0.064,0.003,0.002,0.016,,,-3.965784285,-8.380821784,-8.965784285,-5.965784285,,,0.0,0.0,0.0,0.0,,
789,17138_1#19,2013.0,Denmark,Europe,,0.094,32,0.012,0.016,,,10425,3,0.094,32.0,0.012,0.016,,,-3.411195433,5.0,-6.380821784,-5.965784285,,,0.0,1.0,0.0,0.0,,
790,17138_1#2,2013.0,Denmark,Europe,,0.064,0.003,0.003,0.047,,,multiple,655,0.064,0.003,0.003,0.047,,,-3.965784285,-8.380821784,-8.380821784,-4.411195433,,,0.0,0.0,0.0,0.0,,
791,17138_1#20,2013.0,Denmark,Europe,,0.5,32,0.032,0.032,,,2400,186,0.5,32.0,0.032,0.032,,,-1.0,5.0,-4.965784285,-4.965784285,,,0.0,1.0,0.0,0.0,,
792,17138_1#21,2013.0,Denmark,Europe,,0.25,0.004,0.002,0.016,,,1993,168,0.25,0.004,0.002,0.016,,,-2.0,-7.965784285,-8.965784285,-5.965784285,,,0.0,0.0,0.0,0.0,,
793,17138_1#22,2013.0,Denmark,Europe,,0.5,32,0.016,0.064,,,1407,127,0.5,32.0,0.016,0.064,,,-1.0,5.0,-5.965784285,-3.965784285,,,0.0,1.0,0.0,0.0,,
794,17138_1#23,2013.0,Denmark,Europe,,0.5,32,0.023,0.094,,,1407,127,0.5,32.0,0.023,0.094,,,-1.0,5.0,-5.442222329,-3.411195433,,,0.0,1.0,0.0,0.0,,
795,17138_1#24,2013.0,Denmark,Europe,,0.023,0.75,0.003,0.016,,,9171,990,0.023,0.75,0.003,0.016,,,-5.442222329,-0.415037499,-8.380821784,-5.965784285,,,0.0,0.0,0.0,0.0,,
796,17138_1#25,2013.0,Denmark,Europe,,0.25,0.004,0.002,0.016,,,1993,168,0.25,0.004,0.002,0.016,,,-2.0,-7.965784285,-8.965784285,-5.965784285,,,0.0,0.0,0.0,0.0,,
797,17138_1#26,2013.0,Denmark,Europe,,8,32,0.016,0.032,,,11030,490,8.0,32.0,0.016,0.032,,,3.0,5.0,-5.965784285,-4.965784285,,,1.0,1.0,0.0,0.0,,
